sample_id,predicted_label,feature,shap_value
0,NO,encounter_id,0.07176224183705117
0,NO,patient_nbr,-0.011201544147398731
0,NO,race,-0.00141352539261184
0,NO,gender,-0.0010439743184381307
0,NO,age,3.2714257637659706e-05
0,NO,weight,0.0010396163496705912
0,NO,admission_type_id,0.0004048053589132035
0,NO,discharge_disposition_id,-0.020044184393352944
0,NO,admission_source_id,-0.003368444533811632
0,NO,time_in_hospital,-3.640602032343546e-05
0,NO,payer_code,-0.0031629533817370916
0,NO,medical_specialty,-0.001596607060896038
0,NO,num_lab_procedures,0.0002702484942144571
0,NO,num_procedures,-0.000838262132472456
0,NO,num_medications,-0.0022664844161934075
0,NO,number_outpatient,0.0005691624763939362
0,NO,number_emergency,0.0
0,NO,number_inpatient,0.0021639070991012845
0,NO,diag_1,0.0
0,NO,diag_2,-0.0012341369357373733
0,NO,diag_3,0.0
0,NO,number_diagnoses,-0.00246674029363525
0,NO,max_glu_serum,0.0
0,NO,A1Cresult,0.00013650084535280863
0,NO,metformin,-0.0005189337664180208
0,NO,repaglinide,0.0
0,NO,nateglinide,0.0
0,NO,chlorpropamide,0.0
0,NO,glimepiride,0.000578430998656491
0,NO,acetohexamide,0.0
0,NO,glipizide,0.0
0,NO,glyburide,4.0127585331783955e-06
0,NO,tolbutamide,0.0
0,NO,pioglitazone,0.0001963910957177665
0,NO,rosiglitazone,0.0
0,NO,acarbose,0.0
0,NO,miglitol,0.0
0,NO,tolazamide,0.0
0,NO,insulin,0.0011436978562010536
0,NO,glyburide-metformin,0.0
0,NO,change,-0.0002184541275104072
0,NO,diabetesMed,-0.0036367964413430895
0,NO,age_mid,-0.0008558715797132854
0,NO,weight_mid,0.00012996916969619057
0,NO,weight_missing_flag,0.0008148112230830599
0,NO,is_missing__race,-0.0014691729512479508
0,NO,is_missing__payer_code,-0.0008644345733854383
0,NO,is_missing__medical_specialty,-0.001852940561042904
0,NO,is_missing__diag_1,0.0
0,NO,is_missing__diag_2,0.0
0,NO,is_missing__diag_3,0.0
0,NO,is_missing__max_glu_serum,0.0
0,NO,is_missing__A1Cresult,0.00027002952992912405
0,NO,weight_observed,0.0010682067109479092
0,NO,max_glu_serum_observed,0.0
0,NO,A1Cresult_observed,-0.00015105100141632466
0,NO,diag_1_group,0.0015184997270504448
0,NO,diag_2_group,0.001312400731775502
0,NO,diag_3_group,-0.0007909165902270457
0,NO,diag_group_unique_count,-0.0010311649077468694
0,NO,has_diabetes_diag,0.0014069272826115105
0,NO,has_circulatory_diag,0.0024535239984591986
0,NO,has_respiratory_diag,0.0003519879861009952
0,NO,has_digestive_diag,0.0002389612297217051
0,NO,total_utilization,0.003852654869357708
0,NO,acute_utilization,0.0014931841029061272
0,NO,emergency_inpatient_ratio,0.003912511592109998
0,NO,is_high_utilizer,0.00029100663959983714
0,NO,treatment_intensity,0.0009667384955617994
0,NO,lab_proc_ratio,-0.003480413928627931
0,NO,med_lab_ratio,7.745871941248576e-05
0,NO,lab_per_day,-7.230602204801502e-05
0,NO,medications_per_day,-0.0018607835388845622
0,NO,diagnoses_per_day,-0.00011968571278786477
0,NO,long_stay_flag,0.0003202480988370171
0,NO,very_long_stay_flag,-2.997658318944681e-05
0,NO,complexity_index,-0.0009579043835401535
0,NO,med_up_count,0.0002207350399759204
0,NO,med_down_count,-0.00010052323341369629
0,NO,med_steady_count,-0.0006778391285075144
0,NO,med_no_count,-0.0009574770099586664
0,NO,med_changed_count,-0.0001561248468027928
0,NO,any_med_change_flag,-0.0001205719179577236
0,NO,on_insulin_flag,0.0014219925635390873
0,NO,insulin_changed_flag,0.000415326613518933
0,NO,pca_component_1,-0.0011613176514705021
0,NO,pca_component_2,-0.00023850715822643087
0,NO,pca_component_3,-0.0009824621180693678
0,NO,pca_component_4,-0.0006458945572376437
0,NO,pca_component_5,0.0006858435355954947
0,NO,pca_component_6,0.0004946612235572542
0,NO,pca_component_7,0.0010520132879416333
0,NO,pca_component_8,-9.93868129121056e-05
0,NO,pca_cluster,-0.00013639798594846284
2,NO,encounter_id,-0.006894730859332602
2,NO,patient_nbr,0.011459500011470577
2,NO,race,0.0006638587348991217
2,NO,gender,-0.0013173133548763
2,NO,age,0.007694579453931945
2,NO,weight,-0.008230002390013794
2,NO,admission_type_id,0.0006944566137260799
2,NO,discharge_disposition_id,-0.009105235752132216
2,NO,admission_source_id,0.023142810497019033
2,NO,time_in_hospital,-0.0012735035270452684
2,NO,payer_code,0.00035511122809515444
2,NO,medical_specialty,0.0001642670896318347
2,NO,num_lab_procedures,0.0012617554101679307
2,NO,num_procedures,0.000613598773876789
2,NO,num_medications,-0.0005741491913795471
2,NO,number_outpatient,0.0006245341565873826
2,NO,number_emergency,0.0
2,NO,number_inpatient,0.0011217082954115276
2,NO,diag_1,0.0
2,NO,diag_2,-0.008102865682707905
2,NO,diag_3,0.0
2,NO,number_diagnoses,-0.002233663573861122
2,NO,max_glu_serum,0.0
2,NO,A1Cresult,0.00037948911388715106
2,NO,metformin,-0.00028966636293464854
2,NO,repaglinide,0.0
2,NO,nateglinide,0.0
2,NO,chlorpropamide,0.0
2,NO,glimepiride,0.00015919241640305337
2,NO,acetohexamide,0.0
2,NO,glipizide,0.0
2,NO,glyburide,-0.00017828411526149557
2,NO,tolbutamide,0.0
2,NO,pioglitazone,0.000496587198641559
2,NO,rosiglitazone,0.0
2,NO,acarbose,0.0
2,NO,miglitol,0.0
2,NO,tolazamide,0.0
2,NO,insulin,0.0005848554687367669
2,NO,glyburide-metformin,0.0
2,NO,change,0.00017431295580335368
2,NO,diabetesMed,0.010525789111852665
2,NO,age_mid,0.007678171205851736
2,NO,weight_mid,0.00209107167190975
2,NO,weight_missing_flag,-0.009458002530866186
2,NO,is_missing__race,-0.001227933499548158
2,NO,is_missing__payer_code,0.0001693872941864738
2,NO,is_missing__medical_specialty,0.000787504431274196
2,NO,is_missing__diag_1,0.0
2,NO,is_missing__diag_2,0.0
2,NO,is_missing__diag_3,0.0
2,NO,is_missing__max_glu_serum,0.0
2,NO,is_missing__A1Cresult,0.0004706819438272114
2,NO,weight_observed,-0.010263082881768545
2,NO,max_glu_serum_observed,0.0
2,NO,A1Cresult_observed,0.0007550223833984552
2,NO,diag_1_group,-0.001810939775572858
2,NO,diag_2_group,-0.001154361706640979
2,NO,diag_3_group,0.002391313927041172
2,NO,diag_group_unique_count,0.0005710694111055922
2,NO,has_diabetes_diag,0.002033018403583072
2,NO,has_circulatory_diag,0.00021273394425711892
2,NO,has_respiratory_diag,-0.00020811334252355632
2,NO,has_digestive_diag,0.00031215035253099693
2,NO,total_utilization,0.004187902228699784
2,NO,acute_utilization,0.0013905985073911127
2,NO,emergency_inpatient_ratio,0.0019423168980413075
2,NO,is_high_utilizer,0.0008990921907954808
2,NO,treatment_intensity,-0.0006815776642825807
2,NO,lab_proc_ratio,0.0007337131020095367
2,NO,med_lab_ratio,0.0005522831860515868
2,NO,lab_per_day,-0.00010882587068609488
2,NO,medications_per_day,0.001969447359442674
2,NO,diagnoses_per_day,0.0012779569046365014
2,NO,long_stay_flag,-0.003959276196029464
2,NO,very_long_stay_flag,-0.00014853311909570252
2,NO,complexity_index,-0.0016608718368742077
2,NO,med_up_count,0.00020162968171968018
2,NO,med_down_count,9.489907986591033e-05
2,NO,med_steady_count,0.001542779720491827
2,NO,med_no_count,0.0027634118580155595
2,NO,med_changed_count,-0.00015279981825089273
2,NO,any_med_change_flag,3.250026040605795e-05
2,NO,on_insulin_flag,-0.001950422094927906
2,NO,insulin_changed_flag,0.00046182299653690917
2,NO,pca_component_1,-0.0017409769611226495
2,NO,pca_component_2,0.0026237625214788896
2,NO,pca_component_3,-0.0029829831586943856
2,NO,pca_component_4,-0.007168184344967206
2,NO,pca_component_5,-0.004966231683890043
2,NO,pca_component_6,-0.006553766628106454
2,NO,pca_component_7,-0.0015319666514794033
2,NO,pca_component_8,0.00042116807566746256
2,NO,pca_cluster,-0.0036142060740126567
7,NO,encounter_id,0.024041069257590492
7,NO,patient_nbr,-0.008459807063142496
7,NO,race,-0.0012981448736455459
7,NO,gender,-0.0003853742447164262
7,NO,age,-0.002179220525754847
7,NO,weight,0.0005075538323985144
7,NO,admission_type_id,-0.0008409625540177027
7,NO,discharge_disposition_id,0.14507962846093705
7,NO,admission_source_id,0.0005426065375407352
7,NO,time_in_hospital,0.00032797911100918936
7,NO,payer_code,-0.0020987238321039103
7,NO,medical_specialty,-0.0036344909005694612
7,NO,num_lab_procedures,0.0012543714708752225
7,NO,num_procedures,0.00021211016509266786
7,NO,num_medications,-0.0003519743267032897
7,NO,number_outpatient,0.000336495124631464
7,NO,number_emergency,0.0
7,NO,number_inpatient,-0.009300933943854431
7,NO,diag_1,0.0
7,NO,diag_2,0.004531117570069104
7,NO,diag_3,0.0
7,NO,number_diagnoses,-0.002076123737626593
